S.No.,TempleID,TempleName,Address,City,District,ZipCode,Latitude,Longitude
97,TM000097,Sri Venkataramana Swamy Temple,Nagartharapethe,Bengaluru,Bengaluru Urban,560002,12.9715987,77.5945627
98,TM000098,Sri Paramartha Nikethan Trust,Anagola,Belagavi,Belagavi,590006,15.8328845,74.4935913
99,TM000099,Sri Amrutheshwara Temple,Tiruvailu,Dakshina Kannada,Dakshina Kannada,575028,12.918038,74.915189
100,TM000100,Sri Channakeshava Temple,Sulya,Dakshina Kannada,Dakshina Kannada,574239,12.5553971,75.3890912
101,TM000101,Sri Ranganatha Swamy And Group Of Temple,Shivanasamudra,Chamarajanagar,Chamarajanagara,571440,12.2704266,77.1696703
102,TM000102,Sri Mahaganapathi Temple,Sagar,Shivamogga,Shivamogga,577401,14.1668279,75.0328556
103,TM000103,Sri Kukkawadeshwari Temple,Ammanagudda,Davanagere,Davangere,577213,13.9337209,75.8717319
104,TM000104,Sri Vidurashvatha Narayanaswamy Temple,Gouribidanur,Chikkaballapur,Chikkaballapura,561208,13.6702819,77.5038933
105,TM000105,Mahathobara Sri Mangaladevi Temple,Bolara,Mangaluru,Dakshina Kannada,575001,12.8491851,74.845444
106,TM000106,Sri Marikamba Temple,Sirsi,Uttara Kannada,Uttara Kannada,581401,14.612293,74.8396078
107,TM000107,Sri Durgaparameshwari Temple,Alankar,Dakshina Kannada,Dakshina Kannada,574285,12.7713361,75.3528779
108,TM000108,Sri Mailarlingeshwara Temple,Mailapur,Yadgir,Yadgir,585202,16.7425979,77.2426707
109,TM000109,Sri Mouneshwar Temple,Tinthani,Yadgir,Yadgir,585290,16.3792563,76.6707387
110,TM000110,Sri Kalabhairaveshwara Temple,Vaddikere,Chitradurga,Chitradurga,577558,14.1149388,76.5984862
111,TM000111,Sri Seemi Naganna Temple,Hallikhed (B),Bidar,Bidar,585414,17.8559547,77.2568592
112,TM000112,Sri Anjaneya Temple,Muttatti Malavalli,Mandya,Mandya,571430,12.377185,77.1088833
113,TM000113,Sri Matti Thaleshwara Temple,Kalluveeranahalli,Mandya,Mandya,571430,12.4319446,77.0807878
114,TM000114,Sri Mahalingeshwara Temple,Pavanje,Dakshina Kannada,Dakshina Kannada,574146,13.0355194,74.7954196
115,TM000115,Sri Brahma Devaru Istadevatha Balavandi Vyaghra Chamundi Temple,Padupererar,Dakshina Kannada,Dakshina Kannada,574142,12.9984395,74.9009809
116,TM000116,Sri Manjunatha And Narasimhaswamy Temple,Sunkadakatte,Davanagere,Davangere,577217,14.2173414,75.6470392
117,TM000117,Sri Revanasiddeshwara Temple,Kalagi,Kalaburgi,Kalaburagi,585322,17.329731,76.8342957
118,TM000118,Sri Nitilaksha Sadashiva Temple,Golthamajalu,Dakshina Kannada,Dakshina Kannada,574222,12.8357549,75.0582531
119,TM000119,Sri Channabasaveshwara Swamy Temple,,,Tumakuru,,13.307121,76.9476805
120,TM000120,Sri Prasanna Venkataramana Swamy Temple,Chikkatirupathi,Kolar,Kolar,563160,12.8967455,77.8667416
121,TM000121,Sri Subrahmanya Temple,Thokur,Dakshina Kannada,Dakshina Kannada,574146,13.0501691,74.8081558
122,TM000122,Sri Yoga Bhoha Nandishwara Temple,Nandi,Chikkaballapura,Chikkaballapura,562101,13.3867627,77.6980554
123,TM000123,Sri Somanatheshwar Temple,Puttige,Dakshina Kannada,Dakshina Kannada,574226,13.0743604,74.9581162
124,TM000124,Sri Channapattana Hanumantha Temple,,,Uttara Kannada,,12.6518078,77.2085794
125,TM000125,Sri Nandaneshwara Temple,Panamboor,Dakshina Kannada,Dakshina Kannada,575010,12.9530213,74.8011783
126,TM000126,Sri Huliyuramma Temple,Halevoor,Tumakuru,Tumakuru,572123,12.8450852,77.0254589
127,TM000127,Sri Egguttappa Temple,"7JCH+PX8, Kakkabe, Virajpet-Talakaveri Road",Kunjila,Kodagu,571214,12.27181446,75.63012049
128,TM000128,Sri Aadhinatheshwara Swamy Temple,Adyapady,Dakshina Kannada,Dakshina Kannada,574142,12.9540314,74.8946163
129,TM000129,Sri Ajipila Mahalingeshwara Temple,Bellare,Dakshina Kannada,Dakshina Kannada,574212,12.6627651,75.3739154
130,TM000130,Sri Durgaparameshwari Temple,Talapady,Dakshina Kannada,Dakshina Kannada,575023,12.7686901,74.8895192
131,TM000131,Sri Kodamanthaya Temple,Delantabettu,Dakshina Kannada,Dakshina Kannada,575030,13.0284212,74.8469092
132,TM000132,Sri Mahaganapathi Shankar Temple,Sirsi,Uttara Kannada,Uttara Kannada,581401,14.6152234,74.8318545
133,TM000133,Sri Janardana And Mahakali Temple,Ambalpady,Udupi,Udupi,576103,13.3370325,74.7309928
134,TM000134,Sri Venkataramana Swamy Temple,Malekallu Thirupathi,Hassan,Hassan,573103,13.3164666,76.2561443
135,TM000135,Sri Kanchika Paraeshwari Temple,Baad Gudeangadi,Uttara Kannada,Uttara Kannada,581351,14.467748,74.374811
136,TM000136,Sri Gaviranganatha Swamy Temple,Gavirangapura,Chitradurga,Chitradurga,577542,13.5891375,76.4135385
137,TM000137,Sri Nageshwara Swamy Temple,Navile,Hassan,Hassan,573131,13.100201,76.445234
138,TM000138,Sri Kanakachalapathi Temple,Kanakagiri,Koppala,Koppal,583283,15.5711211,76.4187059
139,TM000139,Sri Chowdeshwari Puradamma Temple,Beekanakanahalli,Hassan,Hassan,573201,13.1645435,76.1116997
140,TM000140,Kavubailu Sri Panchalingeshwara Temple,"Sri Panchalingeshwara Temple, Madnooru, Mangalore-Puttur-Madikeri-Mysore Hwy, Kavu 1",Madnooru,Dakshina Kannada,574223,12.64789181,75.27165937
141,TM000141,Sri Mahakali Mayakka Temple,Chinchali,Belagavi,Belagavi,591217,16.5643024,74.8141909
142,TM000142,Sri Bhramhalingeshwara Temple,Maranakatte,Udupi,Udupi,576233,13.7282572,74.7799799
143,TM000143,Sri Ahalyadevi Maramma Temple,Arathi Ukkada,Mandya,Mandya,571427,12.4623344,76.6641258
144,TM000144,Sri Rama Temple,Chunchankatte,Mysuru,Mysuru,571617,12.5020648,76.2935267
145,TM000145,Sri Venkataramana Temple,Kallahalli,Ramanagara,Ramanagara,562117,12.5316284,77.4472495
146,TM000146,Sri Mahisha Mardhini Temple,Kadiyali,Udupi,Udupi,576102,13.3473413,74.7568536
147,TM000147,Sri Gaviranganatha Swamy Temple,Billenahalli,Mandya,Mandya,571426,12.7653198,76.5632644
148,TM000148,Sri Dinkadmma Temple,Dinka Pandavapura,Mandya,Mandya,571812,12.5113247,76.5526723
149,TM000149,Sri Kotilingeshwara Temple,Koteshwar,Udupi,Udupi,576222,13.5886796,74.6934375
150,TM000150,Sri Durgaparameshwari Temple,Uppunda,Udupi,Udupi,576232,13.8439865,74.6415156
151,TM000151,Sri Jaya Durgaparameshwari Temple,Kadekaru,Udupi,Udupi,576103,13.3246366,74.7369898
152,TM000152,Sri Parivara Panchalingeshwara Temple,Panja,Dakshina Kannada,Dakshina Kannada,573242,12.6774988,75.4738796
153,TM000153,Sri Nagavi Yallamma Devi Temple,Chittapur,Kalaburagi,Kalaburagi,585211,17.105,77.0908333
154,TM000154,Sri Harihareshwara Temple,Harihara,Dakshina Kannada,Dakshina Kannada,574218,12.6187422,75.6074381
155,TM000155,Sri Ambadevi Temple,Somalapura,Raichuru,Raichur,584167,15.3779638,76.7521757
156,TM000156,Sri Marula Siddeshwara Swamy Temple,Ujjaini,Ballary,Ballari,583136,15.0950024,76.5488232
157,TM000157,Sri Anjaneya Swamy Temple,Mulabagilu,Kolar,Kolar,563131,13.1661767,78.3933105
158,TM000158,Sri Mahalingeshwara Temple,Pervaje,Udupi,Udupi,574212,12.6607106,75.3761952
159,TM000159,Sri Durgaparameshwari Temple,Alvekodi Shirali,Uttara Kannda,Uttara Kannada,581354,14.0293354,74.5027636
160,TM000160,Sri Bhrahmi Durgaparameshwari Temple,,,Udupi,,13.7119527,74.9105331
161,TM000161,Sri Siddarameshwara Swamy Temple,Yalanadu,Tumakuru,Tumakuru,572218,13.596672,76.476367
162,TM000162,Sri Ananthapadmanabha Temple,,,Udupi,,12.9040749,74.893608
163,TM000163,Sri Anantheshwara And Chandramouleshwara Temple,,,Udupi,,13.3407483,74.7517202
164,TM000164,Sri Janardhana Temple,Kapu,Udupi,Udupi,574106,13.3411232,74.7422481
165,TM000165,Sri Chowdeshwari Bhootaraya And Hajarat Syed Sadat Ali Darga,Hanagere,Shivamogga,Shivamogga,577226,13.8495727,75.3990304
166,TM000166,Sri Someshwara And Shambulingeshwara Temple,Sasalu,Mandya,Mandya,571426,12.797623,76.4531215
167,TM000167,Sri Amareshwara Temple,Devara Bhupura,Raichuru,Raichur,584139,16.2561409,76.5622308
168,TM000168,Sri Huccharaya Swamy Temple,Shikaripura,Shivamogga,Shivamogga,577427,14.2693286,75.3550694
169,TM000169,Sri Dandina Maramma Temple,Mekebande,Tumakuru,Tumakuru,572132,13.6537472,77.2153681
170,TM000170,Sri Lakshminarasimha Swamy Temple,Rajathadripura,Tumakuru,Tumakuru,572114,13.3286146,76.6853602
171,TM000171,Sri Durgaparameshwari Temple,Mundkuru,Udupi,Udupi,576121,13.1283022,74.866795
172,TM000172,Sri Jaganmata Durga Parameshwari Temple,Kadavinakatte,Uttara Kannada,Uttara Kannada,581320,13.9792408,74.5495899
173,TM000173,Sri Durgaparameshwari Temple,"9P24+83P, Royal Road, Kodavoor",Malpe,Udupi,576108,13.35083092,74.70520549
174,TM000174,Sri Masanikamma Temple,,,Mysuru,,12.3388034,76.09166
175,TM000175,Sri Hasanamba Temple,,,Hassan,,13.0026304,76.0944099
176,TM000176,Sri Durgaparameshwari Temple,Nandikoor,Udupi,Udupi,574111,13.1320685,74.8017558
177,TM000177,Sri Agastheshwara Temple,Kirimanjeshwar,Udupi,Udupi,576219,13.7822118,74.637932
178,TM000178,Sri Kundeshwara Temple,Kundapura,Udupi,Udupi,576201,13.6249616,74.6885257
179,TM000179,Sri Dharmaraya Swamy Temple,Halasurupete,Bengaluru Urban,Bengaluru Urban,560002,12.9603847,77.5783608
180,TM000180,Sri Mahalingeshwara Temple,Kumbashi,Udupi,Udupi,576257,13.5662594,74.7004396
181,TM000181,Sri Lakshmi Adinarayanaswamy Temple,Ellodu,Chikkaballapura,Chikkaballapura,561209,13.7420706,77.6971421
182,TM000182,Sri Pete Venkataramanaswamy Temple,Doddapete,Kolar,Kolar,563101,13.1361307,78.1300742
183,TM000183,Sri Kasivishveshwaraswamy Temple,Antharagange,Kolar,Kolar,563101,13.139502,78.1391624
184,TM000184,Sri Kolaramma Temple,Kolar Town,Kolar,Kolar,563101,13.1384267,78.1387319
185,TM000185,Mahatobhara Sri Panchalingeshwara Temple,Vitla,Dakshina Kannada,Dakshina Kannada,574243,12.7655925,75.1010339
186,TM000186,Sri Veerabhadraswamy Temple,"WHX5+57C, Swimming Pool Road, Gavipuram Guttahalli, Kempegowda Nagar",Bengaluru,Bengaluru Rural,560019,12.94869365,77.56311015
187,TM000187,Sri Anjaneyaswamy Temple,Yelahanka Gate,Bengaluru Urban,Bengaluru Urban,560002,13.1106959,77.5801272
188,TM000188,Sri Kashivishweshwara Temple,Balepete Circle,Bengaluru Urban,Bengaluru Urban,560053,12.9710648,77.5738969
189,TM000189,Smt Bandisheshamma Chatra,Kg Circle,Bengaluru Urban,Bengaluru Urban,560053,12.9754665,77.575721
190,TM000190,Sri Kalleshwara Swamy Temple,Kalledevarapura,Davanagere,Davangere,577528,14.4452046,76.3883885
191,TM000191,Sri Haladamma Devi Temple,"6JQ8+367, H.Gopagondanahalli",H.Gopagondanahalli,Davangere,577217,14.23776096,75.61576682
192,TM000192,Sri Arkeshwara Swamy Temple,Guttalu,Mandya,Mandya,571401,12.523625,76.9244918
193,TM000193,Sri Kambada Narasimha Swamy Temple,,Mandya,Mandya,571401,12.5221567,76.9009191
194,TM000194,Sri Siddarameshwara Swamy Temple,Godekere,Tumakuru,Tumakuru,572214,13.3620465,76.6534738
195,TM000195,Sri Lakshminarasimha Swamy Temple,,Tumakuru,Tumakuru,,13.32985156,77.09654377
196,TM000196,Sri Shankaranarayana Temple,Shankaranarayana,Mandya,Udupi,576227,13.6050443,74.857301
197,TM000197,Sri Balabheemsena Swamy Temple,Motakpalli,Mandya,Kalaburagi,585318,16.9490288,77.3841197
198,TM000198,Sri Moorne Mariyamma Temple,Kapu,Chitradurga,Udupi,574106,13.2338071,74.7471027
